marka,model,raw_real_count,train_real_count,unique_year_count,min_year,max_year,min_km,median_km,max_km,min_price,median_price,max_price,price_cv,price_age_corr,current_hp_support,current_hp_source,current_hp_method,source_distribution,arabam_count,kaggle_count,in_ui_catalog,synthetic_candidate,priority,recommended_synthetic_count,reason,synthetic_safe,safety_reason,interpolation_year_range,interpolation_km_range,interpolation_price_range
Suzuki,Baleno,27,27,7,1995.0,2018.0,45850.0,169000.0,328000.0,149000.0,665000.0,970000.0,0.4826,-0.9658,27,brand_model,theil_sen,"arabam=11, kaggle=16",11,16,True,True,LOW,0,27 gercek egitim kaydi (ham: 27). fiyat araligi cok genis (max/min=6.5x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=11).,True,,1995-2018,"45,850-328,000","149,000-970,000"
Volkswagen,LT,27,27,6,1998.0,2007.0,250000.0,570000.0,999000.0,175000.0,325000.0,900000.0,0.3841,-0.52,27,brand_model,theil_sen,arabam=27,27,0,True,True,LOW,0,27 gercek egitim kaydi (ham: 27). fiyat araligi cok genis (max/min=5.1x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=27).,True,,1998-2007,"250,000-999,000","175,000-900,000"
Audi,80 Serisi,28,28,10,1986.0,1995.0,25000.0,321000.0,680000.0,95000.0,202500.0,3950000.0,1.8227,-0.1984,28,brand_model,theil_sen,"arabam=18, kaggle=10",18,10,True,True,LOW,0,"28 gercek egitim kaydi (ham: 28). fiyat araligi cok genis (max/min=41.6x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 202,500 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=18).",False,fiyat varyasyonu asiri yuksek (cv=1.82>0.85) ve yasla aciklanamiyor (corr=-0.1984) - veri ici tutarsizlik supheli,1986-1995,"25,000-680,000","95,000-3,950,000"
Mini,Cooper Clubman,28,28,8,2008.0,2023.0,47000.0,124981.0,264000.0,565000.0,1145000.0,2395000.0,0.4493,-0.9475,28,brand_model,theil_sen,"arabam=14, kaggle=14",14,14,True,True,LOW,0,28 gercek egitim kaydi (ham: 28). fiyat araligi cok genis (max/min=4.2x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=14).,True,,2008-2023,"47,000-264,000","565,000-2,395,000"
Audi,S,33,29,13,2000.0,2023.0,27083.0,154000.0,325790.0,710000.0,2545000.0,5850000.0,0.4079,-0.468,29,brand_model,theil_sen,"arabam=22, kaggle=11",22,11,True,True,LOW,0,29 gercek egitim kaydi (ham: 33). fiyat araligi cok genis (max/min=8.2x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=22).,True,,2000-2023,"27,083-325,790","710,000-5,850,000"
Renault,Express,29,29,9,1994.0,2024.0,12500.0,107000.0,530000.0,65000.0,680000.0,1100000.0,0.6201,-0.9737,29,brand_model,theil_sen,arabam=29,29,0,True,True,LOW,0,29 gercek egitim kaydi (ham: 29). fiyat araligi cok genis (max/min=16.9x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=29).,True,,1994-2024,"12,500-530,000","65,000-1,100,000"
Suzuki,Jimny,33,29,12,2004.0,2024.0,20000.0,150000.0,286000.0,450000.0,780000.0,2099000.0,0.5103,-0.9356,29,brand_model,theil_sen,arabam=33,33,0,True,True,LOW,0,29 gercek egitim kaydi (ham: 33). fiyat araligi cok genis (max/min=4.7x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=33).,True,,2004-2024,"20,000-286,000","450,000-2,099,000"
Audi,TT,30,30,11,1999.0,2015.0,86000.0,181243.0,294000.0,575000.0,1174500.0,4750000.0,0.6779,-0.8012,30,brand_model,theil_sen,"arabam=15, kaggle=15",15,15,True,True,LOW,0,30 gercek egitim kaydi (ham: 30). fiyat araligi cok genis (max/min=8.3x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=15).,True,,1999-2015,"86,000-294,000","575,000-4,750,000"
BMW,6 Serisi,31,30,12,2004.0,2022.0,41600.0,212000.0,315000.0,1499000.0,2865000.0,5500000.0,0.3676,-0.813,30,brand_model,theil_sen,"arabam=22, kaggle=9",22,9,True,True,LOW,0,30 gercek egitim kaydi (ham: 31). fiyat araligi cok genis (max/min=3.7x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=22).,True,,2004-2022,"41,600-315,000","1,499,000-5,500,000"
Nissan,Maxima,30,30,9,1995.0,2005.0,22000.0,328666.5,490000.0,150000.0,305000.0,635000.0,0.2985,-0.6894,30,brand_model,theil_sen,"arabam=13, kaggle=17",13,17,True,True,LOW,0,"30 gercek egitim kaydi (ham: 30). fiyat araligi cok genis (max/min=4.2x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 305,000 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=13).",True,,1995-2005,"22,000-490,000","150,000-635,000"
Daewoo,Nexia,31,31,2,1996.0,1997.0,108782.0,253000.0,346000.0,80000.0,155000.0,240000.0,0.2681,-0.0841,31,brand_model,theil_sen,"arabam=16, kaggle=15",16,15,True,True,LOW,0,"31 gercek egitim kaydi (ham: 31). model yili cesitliligi cok dusuk (2 farkli yil); fiyat araligi cok genis (max/min=3.0x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 155,000 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=16).",True,,1996-1997,"108,782-346,000","80,000-240,000"
Opel,Tigra,31,31,6,1996.0,2006.0,75000.0,235000.0,366000.0,106750.0,175000.0,489000.0,0.3721,-0.5536,31,brand_model,theil_sen,"arabam=26, kaggle=5",26,5,True,True,LOW,0,"31 gercek egitim kaydi (ham: 31). fiyat araligi cok genis (max/min=4.6x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 175,000 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=26).",True,,1996-2006,"75,000-366,000","106,750-489,000"
Peugeot,e-208,31,31,2,2024.0,2025.0,6001.0,18000.0,63000.0,300000.0,1429000.0,1560000.0,0.1534,-0.2276,31,brand_model,theil_sen,"arabam=27, kaggle=4",27,4,True,True,LOW,0,31 gercek egitim kaydi (ham: 31). model yili cesitliligi cok dusuk (2 farkli yil); fiyat araligi cok genis (max/min=5.2x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=27).,True,,2024-2025,"6,001-63,000","300,000-1,560,000"
Subaru,Legacy,31,31,15,1991.0,2022.0,6100.0,285000.0,500000.0,72500.0,565000.0,2950000.0,0.7666,-0.8881,31,brand_model,theil_sen,"arabam=20, kaggle=11",20,11,True,True,LOW,0,31 gercek egitim kaydi (ham: 31). fiyat araligi cok genis (max/min=40.7x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=20).,True,,1991-2022,"6,100-500,000","72,500-2,950,000"
Chrysler,Sebring,32,32,8,1997.0,2009.0,58000.0,247000.0,445000.0,320000.0,587500.0,1605000.0,0.4013,-0.0557,32,brand_model,theil_sen,"arabam=14, kaggle=18",14,18,True,True,LOW,0,32 gercek egitim kaydi (ham: 32). fiyat araligi cok genis (max/min=5.0x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=14).,True,,1997-2009,"58,000-445,000","320,000-1,605,000"
Citroen,e-C3,32,32,2,2025.0,2026.0,6001.0,7000.0,25000.0,1175000.0,1338000.0,1655000.0,0.0631,-0.1601,32,brand_model,theil_sen,arabam=32,32,0,True,True,LOW,0,32 gercek egitim kaydi (ham: 32). model yili cesitliligi cok dusuk (2 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=32).,True,,2025-2026,"6,001-25,000","1,175,000-1,655,000"
Jaguar,XJ,33,32,13,1986.0,2016.0,79150.0,180750.0,385000.0,1199000.0,2160000.0,4100000.0,0.2898,-0.3813,32,brand_model,theil_sen,"arabam=24, kaggle=9",24,9,True,True,LOW,0,32 gercek egitim kaydi (ham: 33). fiyat araligi cok genis (max/min=3.4x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=24).,True,,1986-2016,"79,150-385,000","1,199,000-4,100,000"
Volvo,V90 Cross Country,32,32,7,2017.0,2024.0,7200.0,83500.0,195000.0,2389750.0,3402000.0,4650000.0,0.2105,-0.8573,32,brand_model,theil_sen,"arabam=15, kaggle=17",15,17,True,True,LOW,0,"32 gercek egitim kaydi (ham: 32). premium fiyat segmenti (medyan 3,402,000 >= p90 esigi 3,375,000); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=15).",True,,2017-2024,"7,200-195,000","2,389,750-4,650,000"
Mercedes - Benz,Vaneo,33,33,6,2002.0,2012.0,140000.0,300000.0,405000.0,200000.0,340000.0,1280000.0,0.4684,-0.595,33,brand_model,theil_sen,arabam=33,33,0,True,True,LOW,0,33 gercek egitim kaydi (ham: 33). fiyat araligi cok genis (max/min=6.4x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=33).,True,,2002-2012,"140,000-405,000","200,000-1,280,000"
BYD,Seal U EV,34,34,2,2024.0,2025.0,6001.0,21861.0,49500.0,2200000.0,2419500.0,3100000.0,0.0848,-0.4573,34,brand_model,theil_sen,arabam=34,34,0,True,True,LOW,0,34 gercek egitim kaydi (ham: 34). model yili cesitliligi cok dusuk (2 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=34).,True,,2024-2025,"6,001-49,500","2,200,000-3,100,000"
BMW,iX,40,36,3,2021.0,2023.0,6000.0,58219.0,105000.0,3175000.0,4150375.0,6565000.0,0.172,-0.2437,36,brand_model,theil_sen,arabam=40,40,0,True,True,LOW,0,"36 gercek egitim kaydi (ham: 40). premium fiyat segmenti (medyan 4,150,375 >= p90 esigi 3,375,000); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=40).",True,,2021-2023,"6,000-105,000","3,175,000-6,565,000"
Maserati,Ghibli,36,36,9,2013.0,2023.0,11273.0,149950.0,295000.0,2525000.0,4200000.0,7395000.0,0.2745,-0.7826,36,brand_model,theil_sen,"arabam=20, kaggle=16",20,16,True,True,LOW,0,"36 gercek egitim kaydi (ham: 36). premium fiyat segmenti (medyan 4,200,000 >= p90 esigi 3,375,000); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=20).",True,,2013-2023,"11,273-295,000","2,525,000-7,395,000"
Nissan,Terrano,36,36,9,1995.0,2005.0,197500.0,337500.0,420000.0,280000.0,450000.0,950000.0,0.3262,-0.632,36,brand_model,theil_sen,arabam=36,36,0,True,True,LOW,0,36 gercek egitim kaydi (ham: 36). fiyat araligi cok genis (max/min=3.4x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=36).,True,,1995-2005,"197,500-420,000","280,000-950,000"
Ssangyong,Korando,36,36,10,2000.0,2024.0,10000.0,107000.0,507000.0,300000.0,1412500.0,1950000.0,0.4173,-0.9644,36,brand_model,theil_sen,arabam=36,36,0,True,True,LOW,0,36 gercek egitim kaydi (ham: 36). fiyat araligi cok genis (max/min=6.5x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=36).,True,,2000-2024,"10,000-507,000","300,000-1,950,000"
Toyota,Carina,36,36,3,1991.0,1998.0,206000.0,342000.0,444000.0,90000.0,262500.0,585000.0,0.3668,-0.2767,36,brand_model,theil_sen,"arabam=30, kaggle=6",30,6,True,True,LOW,0,"36 gercek egitim kaydi (ham: 36). fiyat araligi cok genis (max/min=6.5x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 262,500 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=30).",True,,1991-1998,"206,000-444,000","90,000-585,000"
Chevrolet,Epica,37,37,6,2006.0,2011.0,137000.0,275000.0,363000.0,225000.0,519850.0,850000.0,0.2387,-0.2394,37,brand_model,theil_sen,"arabam=18, kaggle=19",18,19,True,True,LOW,0,37 gercek egitim kaydi (ham: 37). fiyat araligi cok genis (max/min=3.8x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=18).,True,,2006-2011,"137,000-363,000","225,000-850,000"
Kia,Pro Ceed,37,37,6,2008.0,2016.0,112500.0,225000.0,380000.0,325000.0,620000.0,1325000.0,0.3161,-0.8282,37,brand_model,theil_sen,"arabam=20, kaggle=17",20,17,True,True,LOW,0,37 gercek egitim kaydi (ham: 37). fiyat araligi cok genis (max/min=4.1x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=20).,True,,2008-2016,"112,500-380,000","325,000-1,325,000"
Mazda,2,37,37,6,2008.0,2022.0,12182.0,155000.0,311000.0,300000.0,546901.0,1100000.0,0.2645,-0.5779,37,brand_model,theil_sen,"arabam=19, kaggle=18",19,18,True,True,LOW,0,37 gercek egitim kaydi (ham: 37). fiyat araligi cok genis (max/min=3.7x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=19).,True,,2008-2022,"12,182-311,000","300,000-1,100,000"
Opel,Omega,38,38,16,1987.0,2003.0,119000.0,326000.0,577400.0,127500.0,320000.0,699000.0,0.393,-0.6191,38,brand_model,theil_sen,"arabam=36, kaggle=2",36,2,True,True,LOW,0,"38 gercek egitim kaydi (ham: 38). fiyat araligi cok genis (max/min=5.5x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 320,000 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=36).",True,,1987-2003,"119,000-577,400","127,500-699,000"
Hyundai,Ioniq 5,49,41,4,2023.0,2026.0,6001.0,22387.0,82700.0,22000.0,2135000.0,2400000.0,0.1835,-0.1474,41,brand_model,theil_sen,arabam=49,49,0,True,True,LOW,0,41 gercek egitim kaydi (ham: 49). fiyat araligi cok genis (max/min=109.1x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=49).,True,,2023-2026,"6,001-82,700","22,000-2,400,000"
Mercedes - Benz,GLC Coupe,41,41,8,2017.0,2025.0,6001.0,28000.0,210000.0,2800000.0,5750000.0,11150000.0,0.321,-0.7542,41,brand_model,theil_sen,arabam=41,41,0,True,True,LOW,0,"41 gercek egitim kaydi (ham: 41). premium fiyat segmenti (medyan 5,750,000 >= p90 esigi 3,375,000); fiyat araligi cok genis (max/min=4.0x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=41).",True,,2017-2025,"6,001-210,000","2,800,000-11,150,000"
MG,MG4,43,43,1,2023.0,2023.0,8300.0,39000.0,110000.0,1030000.0,1320000.0,1725000.0,0.1242,,43,brand_model,median,"arabam=25, kaggle=18",25,18,True,True,LOW,0,43 gercek egitim kaydi (ham: 43). model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=25).,False,tek model yili: yil ekseninde interpolasyon bolgesi yok,2023-2023,"8,300-110,000","1,030,000-1,725,000"
Mercedes - Benz,EQS,43,43,5,2021.0,2025.0,6001.0,24000.0,94000.0,4870000.0,6300000.0,11950000.0,0.2409,-0.6802,43,brand_model,theil_sen,"arabam=30, kaggle=13",30,13,True,True,LOW,0,"43 gercek egitim kaydi (ham: 43). premium fiyat segmenti (medyan 6,300,000 >= p90 esigi 3,375,000); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=30).",True,,2021-2025,"6,001-94,000","4,870,000-11,950,000"
Toyota,Corona,43,43,5,1990.0,1994.0,111000.0,360000.0,570000.0,80000.0,215000.0,430000.0,0.302,-0.3925,43,brand_model,theil_sen,"arabam=33, kaggle=10",33,10,True,True,LOW,0,"43 gercek egitim kaydi (ham: 43). fiyat araligi cok genis (max/min=5.4x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 215,000 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=33).",True,,1990-1994,"111,000-570,000","80,000-430,000"
Mazda,Lantis,44,44,3,1996.0,1998.0,184000.0,322000.0,450000.0,110000.0,250000.0,370000.0,0.2563,0.1286,44,brand_model,theil_sen,"arabam=22, kaggle=22",22,22,True,True,LOW,0,"44 gercek egitim kaydi (ham: 44). fiyat araligi cok genis (max/min=3.4x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 250,000 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=22).",True,,1996-1998,"184,000-450,000","110,000-370,000"
Nissan,Pulsar,44,44,3,2016.0,2018.0,28000.0,101750.0,209000.0,470000.0,846250.0,1435000.0,0.205,-0.4091,44,brand_model,theil_sen,"arabam=21, kaggle=23",21,23,True,True,LOW,0,44 gercek egitim kaydi (ham: 44). fiyat araligi cok genis (max/min=3.1x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=21).,True,,2016-2018,"28,000-209,000","470,000-1,435,000"
Rover,216,44,44,5,1994.0,1999.0,129500.0,262640.0,367000.0,65000.0,200000.0,325000.0,0.2796,0.0805,44,brand_model,theil_sen,"arabam=23, kaggle=21",23,21,True,True,LOW,0,"44 gercek egitim kaydi (ham: 44). fiyat araligi cok genis (max/min=5.0x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 200,000 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=23).",True,,1994-1999,"129,500-367,000","65,000-325,000"
Mercedes - Benz,250,45,45,10,1976.0,1993.0,108000.0,400000.0,800000.0,220000.0,375000.0,761061.0,0.3099,-0.4966,45,brand_model,theil_sen,"arabam=34, kaggle=11",34,11,True,True,LOW,0,45 gercek egitim kaydi (ham: 45). fiyat araligi cok genis (max/min=3.5x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=34).,True,,1976-1993,"108,000-800,000","220,000-761,061"
BMW,Z Serisi,46,46,18,1996.0,2024.0,6090.0,124000.0,267000.0,800000.0,2392500.0,6750000.0,0.5812,-0.9042,46,brand_model,theil_sen,"arabam=35, kaggle=11",35,11,True,True,LOW,0,46 gercek egitim kaydi (ham: 46). fiyat araligi cok genis (max/min=8.4x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=35).,True,,1996-2024,"6,090-267,000","800,000-6,750,000"
BYD,Dolphin,47,47,2,2024.0,2025.0,6001.0,25000.0,62000.0,1350000.0,1625000.0,2100000.0,0.069,-0.1238,47,brand_model,theil_sen,"arabam=45, kaggle=2",45,2,True,True,LOW,0,47 gercek egitim kaydi (ham: 47). model yili cesitliligi cok dusuk (2 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=45).,True,,2024-2025,"6,001-62,000","1,350,000-2,100,000"
Peugeot,RCZ,47,47,5,2011.0,2015.0,35000.0,174000.0,252000.0,225000.0,845000.0,1800000.0,0.2853,-0.4954,47,brand_model,theil_sen,"arabam=36, kaggle=11",36,11,True,True,LOW,0,47 gercek egitim kaydi (ham: 47). fiyat araligi cok genis (max/min=8.0x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=36).,True,,2011-2015,"35,000-252,000","225,000-1,800,000"
Proton,416,48,47,3,1998.0,2000.0,133000.0,260000.0,460000.0,100000.0,223500.0,325000.0,0.2382,-0.0494,47,brand_model,theil_sen,"arabam=30, kaggle=18",30,18,True,True,LOW,0,"47 gercek egitim kaydi (ham: 48). fiyat araligi cok genis (max/min=3.2x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 223,500 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=30).",True,,1998-2000,"133,000-460,000","100,000-325,000"
Renault,Koleos,57,48,10,2009.0,2023.0,43000.0,145000.0,415000.0,519999.0,1600000.0,1939000.0,0.3194,-0.9153,48,brand_model,theil_sen,arabam=57,57,0,True,True,LOW,0,48 gercek egitim kaydi (ham: 57). fiyat araligi cok genis (max/min=3.7x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: zaten yeterli GUNCEL gercek ornek (arabam=57).,True,,2009-2023,"43,000-415,000","519,999-1,939,000"
Kia,Pride,49,49,2,2000.0,2001.0,88000.0,260000.0,400000.0,75000.0,180000.0,285000.0,0.2132,-0.2052,49,brand_model,theil_sen,"arabam=27, kaggle=22",27,22,True,True,LOW,0,"49 gercek egitim kaydi (ham: 49). model yili cesitliligi cok dusuk (2 farkli yil); fiyat araligi cok genis (max/min=3.8x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 180,000 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=27).",True,,2000-2001,"88,000-400,000","75,000-285,000"
Volta,EV1,51,49,4,2023.0,2026.0,0.0,6001.0,14000.0,159900.0,225000.0,515000.0,0.2426,-0.1715,49,brand_model,theil_sen,"arabam=43, kaggle=8",43,8,True,True,LOW,0,"49 gercek egitim kaydi (ham: 51). fiyat araligi cok genis (max/min=3.2x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 225,000 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=43).",True,,2023-2026,"0-14,000","159,900-515,000"
Daewoo,Lanos,51,51,5,1998.0,2006.0,33336.0,260000.0,440000.0,100000.0,200000.0,339000.0,0.2692,-0.1871,51,brand_model,theil_sen,"arabam=23, kaggle=28",23,28,True,True,LOW,0,"51 gercek egitim kaydi (ham: 51). fiyat araligi cok genis (max/min=3.4x); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 200,000 <= p25 esigi 320,000); zaten yeterli GUNCEL gercek ornek (arabam=23).",True,,1998-2006,"33,336-440,000","100,000-339,000"
